AGE,EDUCATION,SEX,DISABILITY,INSURANCE,CHILD,RACE,INCOME
82,Grade 11,Female,Without diability,Health insurance coverage,No child,White alone,9000
44,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,7000
45,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,83000
17,Grade 11,Male,Without diability,Health insurance coverage,Have child,White alone,2000
15,Grade 9,Male,Without diability,Health insurance coverage,Have child,White alone,2000
69,Grade 11,Female,With disability,Health insurance coverage,No child,Black or African American alone,20900
63,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,21300
63,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,62000
65,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,White alone,21300
67,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,19200
44,"College, less than 1 year",Female,With disability,Health insurance coverage,No child,White alone,9000
20,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,1000
17,Grade 11,Male,Without diability,Health insurance coverage,Have child,White alone,0
54,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,26400
53,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,78000
20,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,3220
41,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,77000
33,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,0
19,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,4000
30,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,Black or African American alone,0
72,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,20300
74,Professional degree beyond college,Male,Without diability,Health insurance coverage,No child,White alone,95600
49,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,9280
40,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,38000
55,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,28000
18,Grade 11,Female,With disability,Health insurance coverage,No child,White alone,11400
58,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,44000
53,Bachelor's degree,Female,With disability,Health insurance coverage,No child,White alone,0
55,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,White alone,97450
30,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,2000
34,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,14400
34,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,-8100
43,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,Two or more races,100000
73,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,24000
32,"Grade 12, no diploma no diploma",Male,Without diability,Health insurance coverage,No child,White alone,60000
21,Associate's degree,Male,Without diability,Health insurance coverage,No child,Two or more races,6300
60,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,125000
60,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,0
48,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,84100
45,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,0
55,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,100000
55,GED or alternative,Female,Without diability,Health insurance coverage,No child,White alone,34000
39,GED or alternative,Female,With disability,Health insurance coverage,No child,White alone,8200
63,GED or alternative,Female,With disability,Health insurance coverage,No child,White alone,14500
61,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,45620
37,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,50000
41,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,75000
42,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,52000
35,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,30000
90,Bachelor's degree,Female,With disability,Health insurance coverage,No child,White alone,69000
50,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,71000
30,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,62000
32,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,50000
34,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,60000
31,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,10000
59,GED or alternative,Female,With disability,Health insurance coverage,No child,White alone,46000
50,"One or more year college, no diploma",Male,With disability,No health insurance coverage,No child,White alone,19200
59,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,17500
46,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,54000
